                        Natural Gas Pipeline Projects,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,Project Name,Pipeline Operator Name,Project Type,Status,Completed Date,Year In Service Date,State(s),Beg_State,End_State,Region(s),Beg_Region,End_Region,Thru_Region, Cost (millions) , Miles ,Additional Capacity (MMcf/d),Pipeline Diameter (Inches),Pipeline Type,Authority,Docket Number,Crosses State Border,Project Notes,Demand Served,Website
1/7/2022,Buckeye Xpress,Columbia Gas Transmission,Expansion,Completed,12/21/2020,2020,"OH,WV,KY",OH,KY,"Northeast, Midwest",Northeast,Midwest,,  707 ,  64 ,275,"20,24,36",Interstate,FERC,CP18-137,Yes,Increase takeaway out of Appalachian basin and into TCO pool ,,https://www.transcanada.com/en/operations/natural-gas/buckeye-xpress-project/ 
10/18/2019,Bushy Park Extension Project,Dominion Energy Carolina Gas,Expansion,Completed,12/9/2018,2018,SC,SC,SC,Southeast,Southeast,Southeast,,  2 ,  0 ,20,8,Interstate,FERC,CP18-498,No,New delivery point to Charleston International Manufacturing Center (outside of LDC),Industrial,
4/2/2013,Cadeville Storage Headers,Cadeville Gas Storage LLC,Lateral,Completed,4/3/2013,2013,LA,LA,LA,South Central,South Central,South Central,,,9.9,420," 16,20 ", Interstate ,FERC,CP10-16,,,,
4/2/2018,Cameron Access Project,Columbia Gulf Transmission,Reversal,Completed,3/13/2018,2018,LA,LA,LA,South Central,South Central,South Central,,  300 ,  34 ,  800 ,"30,36",Interstate,FERC,CP15-109,No,Related to Cameron LNG ,,
1/7/2022,Cameron Extension Project,Texas Eastern Transmission,Expansion,Completed,12/9/2021,2021,LA,LA,LA,South Central,South Central,South Central,,  149 ,  0 ,750,20,Interstate,FERC,CP19-512,No,Deliver to Calcasieu Pass LNG terminal,LNG,
6/26/2009,Cameron Interstate Pipeline,Sempra Energy Inc,Expansion,Completed,9/1/2008,2008,LA,LA,LA,South Central,South Central,South Central,,  115 ,  36 ,"  2,350 ",42,Interstate,FERC,CP05-119,,,,
4/4/2018,Cameron Pipeline Expansion,Sempra LNG,Reversal,Completed,3/28/2017,2017,LA,LA,LA,South Central,South Central,South Central,,  141 ,  4 ,"  1,500 ",36,Interstate,FERC,CP13-27/CP16-76,No,,,
1/3/2019,Cana STACK Expansion Project,Enable Gas Transmission,Expansion,Completed,10/1/2018,2018,OK,OK,OK,South Central,South Central,South Central,,  32 ,,  205 ,12,Intrastate,FERC,CP18-9,No,Takeaway capacity out of Anadarko basin; Completion corresponds to increased flows in Genscape,,http://projects.enablemidstream.com/project/enable-gas-transmission-cana-stack-expansion-case/ 
6/26/2009,Cannon Falls NG Pipeline Project,Greater Minnesota Transmission,Lateral,Completed,4/15/2008,2008,MN,MN,MN,Midwest,Midwest,Midwest,,  7 ,13,91.2,  16 , Intrastate ,State,na,,,,
1/3/2019,Canton Pipeline,SemGroup Corp,New Pipeline,Completed,12/1/2017,2017,OK,OK,OK,South Central,South Central,South Central,,  60 ,  50 ,  200 ,24,Intrastate,State,na,No,Takeaway capacity out of Anadarko basin,,https://s21.q4cdn.com/271408906/files/doc_presentations/2018/03/SemGroup-Investor-Presentation-March-2018_FINAL.pdf
6/26/2009,Cardinal Pipeline,Transcontinental Gas Pipeline,New Pipeline,Completed,11/1/1999,1999,NC,NC,NC,Southeast,Southeast,Southeast,,  98 ,  67 ,263,24,Intrastate,State,na,,,,
4/27/2021,Carlsbad South Project,El Paso Natural Gas,Expansion,Completed,2/28/2021,2021,"NM,TX",NM,TX,"Mountain, South Central",Mountain,South Central,,  24 ,  17 ,159,16,Interstate,FERC,CP20-483,Yes,"Additional takeaway capacity for Permian Basin to Pecos compressor station, into Keystone pool",,
10/12/2015,Carty Lateral Project,Gas Transmission Northwest,Lateral,Completed,11/4/2015,2015,OR,OR,OR,Pacific,Pacific,Pacific,,  54 ,  24 ,  175 ,20,Interstate,FERC,CP12-494,No,,,
7/16/2012,Cecil County Expansion,Eastern Shore Natural Gas,Expansion,Completed,,2012,"DE,MD",DE,MD,Northeast,Northeast,Northeast,,  6 ,  5 ,  4 ,6,Interstate,FERC,CP11-303,,,,
11/13/2018,Cedar Station Upgrade Project,Northern Natural Gas Co,Expansion,Completed,11/15/2018,2018,MN,MN,MN,Midwest,Midwest,Midwest,,  50 ,  8 ,,,Intrastate,FERC,CP16-487,No,Increases pressure/volume of delivery to Black Dog Generating Station; updates to system,,
7/29/2010,CEGT Carthage/Perryville (Line CP) Phase IV,Centerpoint Energy Gas Transmission,Expansion,Completed,2/1/2010,2010,"TX,LA",TX,LA,South Central,South Central,South Central,,  68 ,,  274 ,,Interstate,FERC,CP09-29,,,,
6/26/2009,CEGT Cove Compressor Station Project,Centerpoint Energy Gas Transmission,Expansion,Completed,11/1/2008,2008,AR,AR,AR,South Central,South Central,South Central,,  26 ,,  200 ,,Interstate,FERC,CP07-437,,,,
6/26/2009,CEGT Elm Grove Supply Expansion,Centerpoint Energy Gas Transmission,Expansion,Completed,2/15/2007,2007,LA,LA,LA,South Central,South Central,South Central,,  18 ,17.5,140,  12 , Interstate ,FERC,CP06-168,,,,
6/26/2009,CEGT Harrison Supply Lateral Expansion,Centerpoint Energy Gas Transmission,Lateral,Completed,3/15/2007,2007,TX,TX,TX,South Central,South Central,South Central,,  13 ,14.4,60,  16 , Interstate ,FERC,EM06-05,,,,
6/26/2009,CEGT Line ACT-9,Centerpoint Energy Gas Transmission,Lateral,Completed,9/1/2003,2003,OK,OK,OK,South Central,South Central,South Central,,  1 ,  1 ,  240 ,20,Interstate,FERC,CP03-06,,,,
6/26/2009,CEGT Line AD Expansion Project,Centerpoint Energy Gas Transmission,Expansion,Completed,11/30/2005,2005,"OK,TX",OK,TX,South Central,South Central,South Central,,  32 ,,  113 ,"24,42",Interstate,FERC,CP05-03,,,,
6/26/2009,CEGT Line J Expansion,Centerpoint Energy Gas Transmission,Expansion,Completed,12/1/2002,2002,AR,AR,AR,South Central,South Central,South Central,,  8 ,,  105 ,,Interstate,FERC,CP02-80,,,,
6/26/2009,CEGT Line2-AD-24 Childes Lateral,Centerpoint Energy Gas Transmission,Lateral,Completed,12/14/2005,2005,OK,OK,OK,South Central,South Central,South Central,,  4 ,  24 ,  400 ,"16,20,24",Interstate,FERC,CP05-58,,,,
7/8/2010,CEGT Long Lake Compressor Station Project,Centerpoint Energy Gas Transmission,Expansion,Completed,6/30/2009,2009,LA,LA,LA,South Central,South Central,South Central,,  10 ,0.5,90,, Interstate ,FERC,CP08-455,,,,
6/26/2009,CEGT Perryville Expansion Phase 3,Centerpoint Energy Gas Transmission,Expansion,Completed,5/2/2008,2008,"TX,LA",TX,LA,South Central,South Central,South Central,,  41 ,,  316 ,,Interstate,FERC,CP07-41,,,,
6/26/2009,CEGT Perryville Expansion Phase I & 2,Centerpoint Energy Gas Transmission,New Pipeline,Completed,2/5/2008,2007,"TX,LA",TX,LA,South Central,South Central,South Central,,  425 ,172,1237,  42 , Interstate ,FERC,CP06-85,,,,
6/26/2009,CEGT Replacement Project,Centerpoint Energy Gas Transmission,Expansion,Completed,3/1/2008,2008,AR,AR,AR,South Central,South Central,South Central,,  18 ,25,,  24 , Interstate ,FERC,CP07-404,,,,
6/26/2009,CEGT Round Mountain Expansion,Centerpoint Energy Gas Transmission,Expansion,Completed,1/5/2006,2006,AR,AR,AR,South Central,South Central,South Central,,  6 ,,70,, Interstate ,FERC,CP04-377,,,,
7/29/2009,CEGT Searcy Ph 2,Centerpoint Energy Gas Transmission,Lateral,Completed,5/25/2009,2009,AR,AR,AR,South Central,South Central,South Central,,  10 ,,  250 ,,Interstate,FERC,CP09-175,,,,
7/8/2010,CEGT Tontitown Project,Centerpoint Energy Gas Transmission,New Pipeline,Completed,1/8/2009,2009,"OK,AR",OK,AR,South Central,South Central,South Central,,  52 ,  16 ,  132 ,24,Interstate,FERC,CP08-69,,,,
6/26/2009,"Centana Phase I, Phase II",Centana Energy Corp.,New Pipeline,Completed,11/1/1996,1996,"GM,LA",GM,LA,"Gulf of Mexico, South Central",Gulf of Mexico,South Central,,  60 ,  81 ,  300 ,30,Interstate,FERC,na,,,,
12/28/2022,Central Corridor Pipeline Extension,Duke Energy Ohio,Expansion,Completed,3/14/2022,2022,OH,OH,OH,Northeast,Northeast,Northeast,,,  12 ,1,20,Intrastate,Ohio PUC,,No,Duke Energy Ohio to increase delivery to Cincinnati area customers during peak demand,Electric,https://www.duke-energy.com/home/natural-gas-projects/central-corridor-pipeline-ext
9/6/2018,Central Virginia Connector,Columbia Gas Transmission,New Pipeline,Completed,9/4/2018,2018,VA,VA,VA,Northeast,Northeast,Northeast,,,,  45 ,,Interstate,FERC,CP16-493,No,,,
7/8/2010,CGT 2008 Appalachian Expansion,Columbia Gas Transmission,Expansion,Completed,7/1/2009,2009,WV,WV,WV,Northeast,Northeast,Northeast,,  40 ,,  100 ,,Interstate,FERC,CP08-85,,,,
7/8/2010,CGT Cobb Expansion Project,NiSource Gas Transmission & Storage,Expansion,Completed,5/17/2010,2010,WV,WV,WV,Northeast,Northeast,Northeast,,  16 ,1,27.6,  16 , Interstate ,FERC,CP09-437,,,,
6/26/2009,CGT Commonwealth PL Expansion,Columbia Gas Transmission,Expansion,Completed,7/1/1997,1997,VA,VA,VA,Northeast,Northeast,Northeast,,  0 ,,18,16,Interstate,FERC,na,,,,
6/26/2009,CGT East Lateral Ryane Expansion,Columbia Gulf Transmission,Expansion,Completed,3/20/2008,2008,LA,LA,LA,South Central,South Central,South Central,,  18 ,,  180 ,,Interstate,FERC,CP08-26,,,,
7/8/2010,CGT Eastern Market Expansion,Columbia Gas Transmission,Expansion,Completed,10/9/2009,2009,VA,VA,VA,Northeast,Northeast,Northeast,,  142 ,  15 ,  94 ,"26,36",Interstate,FERC,CP07-367,,,,
6/26/2009,CGT Entergy Electric Laterals,Columbia Gulf Transmission,Lateral,Completed,12/29/1998,1998,LA,LA,LA,South Central,South Central,South Central,,,  9 ,  98 ,16,Interstate,FERC,CP98-657,,,,
6/26/2009,CGT Hardy Storage Lateral,Columbia Gas Transmission,Lateral,Completed,3/1/2007,2007,WV,WV,WV,Northeast,Northeast,Northeast,,  49 ,13,175,  20 , Interstate ,FERC,CP05-150,,,,
6/26/2009,CGT Hardy Storage Pipeline Expansion,Columbia Gas Transmission,Lateral,Completed,4/1/2007,2007,"VA,MD",VA,MD,Northeast,Northeast,Northeast,,  55 ,33.5,175,  24 , Interstate ,FERC,CP05-144/PF04-14,,,,
6/26/2009,CGT Henry Hub Expansion,Columbia Gulf Transmission,Expansion,Completed,3/15/2008,2008,LA,LA,LA,South Central,South Central,South Central,,  25 ,,230,, Interstate ,FERC,na,,,,
6/26/2009,CGT Line 1278 Replacement,Columbia Gas Transmission,Expansion,Completed,11/22/2006,2006,PA,PA,PA,Northeast,Northeast,Northeast,,  85 ,  43 ,  9 ,20,Interstate,FERC,CP04-34,,,,
6/26/2009,CGT Line A-5 Replacement,Columbia Gas Transmission,Expansion,Completed,2/8/2008,2008,NY,NY,NY,Northeast,Northeast,Northeast,,,8.8,,  30 , Interstate ,FERC,CP98-151,,,,
6/26/2009,CGT Mainline Expansion,Columbia Gulf Transmission,Expansion,Completed,11/1/1999,1999,"LA,MS,TN,KY",LA,KY,"South Central, Midwest",South Central,Midwest,,  38 ,,  307 ,"30,36",Interstate,FERC,CP98-596,,,,
6/26/2009,CGT Market Expansion I,Columbia Gas Transmission,Lateral,Completed,11/1/1997,1997,"PA,MD,OH,WV,VA",PA,VA,Northeast,Northeast,Northeast,,  22 ,  379 ,  242 ,,Interstate,FERC,CP96-213,,,,
6/26/2009,CGT Market Expansion II,Columbia Gas Transmission,Lateral,Completed,11/1/1998,1998,"PA,MD,VA,WV,VA",PA,VA,Northeast,Northeast,Northeast,,  21 ,  379 ,  151 ,,Interstate,FERC,CP96-213,,,,
6/26/2009,CGT Market Expansion III,Columbia Gas Transmission,Lateral,Completed,11/1/1999,1999,"PA,MD,VA,WV,VA",PA,VA,Northeast,Northeast,Northeast,,  20 ,  379 ,  108 ,,Interstate,FERC,CP96-213,,,,
6/26/2009,CGT Ohio 2002 Expansion,Columbia Gas Transmission,Expansion,Completed,7/1/2002,2002,OH,OH,OH,Northeast,Northeast,Northeast,,  11 ,,  140 ,,Interstate,FERC,CP01-70,,,,
6/26/2009,CGT Rock Springs Expansion,Columbia Gas Transmission,Lateral,Completed,12/10/2003,2003,"PA,MD",PA,MD,Northeast,Northeast,Northeast,,  29 ,  9 ,263,"10,24",Interstate,FERC,CP02-142,,,,
6/26/2009,CGT TVA Electric Laterals,Columbia Gas Transmission,Lateral,Completed,11/1/1998,1998,TN,TN,TN,Midwest,Midwest,Midwest,,  1 ,  2 ,  240 ,12,Interstate,FERC,CP98-638,,,,
6/26/2009,CGT Vicksburg Lateral,Columbia Gulf Transmission,Lateral,Completed,9/1/2001,2001,"LA,MS",LA,MS,South Central,South Central,South Central,,  20 ,  37 ,  285 ,20,Interstate,FERC,CP01-28,,,,
6/26/2009,CGT West Virginia,Columbia Gas Transmission,Expansion,Completed,11/1/1996,1996,WV,WV,WV,Northeast,Northeast,Northeast,,  15 ,  18 ,  28 ,20,Interstate,FERC,CP95-217-000,,,,
5/24/2018,Cheniere Corpus Christi Pipeline Project,Cheniere Corpus Christi Pipeline,New Pipeline,Completed,5/23/2018,2018,TX,TX,TX,South Central,South Central,South Central,,  500 ,  23 ,"  2,250 ",48,Interstate,FERC,CP12-508,No,Allows delivery to Corpus Christi LNG facility,,
4/17/2020,Cheniere MIDSHIP Pipeline Project,Cheniere MIDSHIP Pipeline,New Pipeline,Completed,4/16/2020,2020,OK,OK,OK,South Central,South Central,South Central,,"  1,486 ",  233 ,"1,100","16,30,36",Interstate,FERC,CP17-458,Yes,New pipeliine in OK to bring supply from Oklahoma production basins to existing pipeline infrastructure; amended FERC docket on 9/6/19 decreased capacity from 1.4 Bcf/d to 1.1 Bcf/d,LNG,https://www.midshippipeline.com/
7/29/2010,Cheniere Southern Trail Pipeline,Cheniere Energy,New Pipeline,Completed,6/22/2008,2008,"LA,MS,AL",LA,AL,South Central,South Central,South Central,,  583 ,  135 ,"  2,000 ","36,42",Interstate,FERC,CP05-357,,,,
11/27/2014,Cherokee Natural Gas Pipeline Project,XcelEnergy,Lateral,Completed,10/16/2014,2014,CO,CO,CO,Mountain,Mountain,Mountain,,  110 ,  34 ,  189 ,24,Intrastate,State,na,,,,
1/3/2018,Cheyenne Compressor Station Expansion Project,Wyoming Interstate Gas Co,Expansion,Completed,5/23/2018,2018,"WY,CO",WY,CO,Mountain,Mountain,Mountain,,  2 ,,  222 ,,Interstate,FERC,CP18-117,Yes,Additional compression to allow delivery to Cheyenne Hub,,
6/25/2020,Cheyenne Connector Pipeline,Tallgrass Energy Partners LP,Expansion,Completed,6/24/2020,2020,CO,CO,CO,Mountain,Mountain,Mountain,,  213 ,  70 ,600,36,Interstate,FERC,CP18-102,No,Delivers natural gas supply from DJ Basin to Cheyenne Hub,,
6/25/2021,Cheyenne Hub Enhancement Project,Rockies Express Pipeline,Expansion,Completed,6/24/2020,2020,"CO,WY,NE,KS,MO,IL",CO,IL,"Mountain, South Central, Midwest",Mountain,Midwest,South Central,  185 ,,"1,000",,Interstate,FERC,CP18-103,Yes,Additional west-to-east capacity on REX; in conjunction with Cheyenne Hub Enhancement Project. Final two compressor stations estimated to be placed in service in 2023.,,
6/26/2009,Cheyenne Plains Expansion,Cheyenne Plains Pipeline Co,Expansion,Completed,11/7/2005,2005,"CO,KS",CO,KS,"Mountain, South Central",Mountain,South Central,,  8 ,,  170 ,36,Interstate,FERC,CP04-345,,,,
6/26/2009,Cheyenne Plains Kirk Compressor Station,Cheyenne Plains Pipeline Co,Expansion,Completed,8/15/2008,2008,"CO,KS",CO,KS,"Mountain, South Central",Mountain,South Central,,  20 ,,  90 ,36,Interstate,FERC,CP07-128,,,,
6/26/2009,Cheyenne Plains Supply Lateral,Cheyenne Plains Pipeline Co,Lateral,Completed,12/1/2006,2006,CO,CO,CO,Mountain,Mountain,Mountain,,  21 ,  25 ,  48 ,10,Interstate,FERC,CP06-169,,,,
8/29/2016,Chicago Market Expansion Project Phase 1,Nat Gas P L Co of America,Expansion,Completed,11/1/2016,2016,IL,IL,IL,Midwest,Midwest,Midwest,,  50 ,,238,,Interstate,FERC,CP15-505,No,,,
11/19/2018,Chicago Market Expansion Project Phase 2,Nat Gas P L Co of America,Expansion,On Hold,,2018,IL,IL,IL,Midwest,Midwest,Midwest,,  50 ,,200,,Interstate,FERC,,No,No updates since non-binding open season announcement in 2016,,https://www.kindermorgan.com/business/gas_pipelines/central/chicago/ 
6/26/2009,Chinook Export,Chinook Pipeline Co,Expansion,Completed,1/15/2001,2001,"MT,SK",MT,SK,"Mountain, Canada",Mountain,Canada,,  2 ,  16 ,  15 ,6,Interstate,FERC,CP01-19,,,,
8/18/2016,Chippewa Export Permit,Empire Pipeline,Reversal,Completed,9/16/2010,2011,"NY,ON",NY,ON,"Northeast, Canada",Northeast,Canada,,  -   ,,350,, Interstate ,FERC,CP10-136,,,,
1/3/2019,CIG 2018 Line Nos. 5A and 5B Expansion Project ,Colorado Interstate Gas Co,Expansion,Completed,5/9/2018,2018,CO,CO,CO,Mountain,Mountain,Mountain,,  15 ,,230,,Interstate,FERC,CP18-94,No,Brings additional supply from DJ Basin to Cheyenne Hub (545 MMcf/d total),,
6/26/2009,CIG Campo Lateral,Colorado Interstate Gas Co,Lateral,Completed,7/1/1998,1998,CO,CO,CO,Mountain,Mountain,Mountain,,  21 ,  115 ,  100 ,16,Interstate,FERC,CP97-769,,,,
6/26/2009,CIG Cheyenne Plains Pipeline,Colorado Interstate Gas Co,Expansion,Completed,12/1/2004,2004,"CO,KS",CO,KS,"Mountain, South Central",Mountain,South Central,,  410 ,  380 ,  560 ,36,Interstate,FERC,CP03-302,,,,
6/26/2009,CIG Cheyenne Station Upgrade,Colorado Interstate Gas Co,Expansion,Completed,12/1/2004,2004,CO,CO,CO,Mountain,Mountain,Mountain,,  5 ,,  120 ,,Interstate,FERC,CP03-301,,,,
6/26/2009,CIG Colorado Interstate Piceance,Colorado Interstate Gas Co,Expansion,Completed,9/30/1996,1996,CO,CO,CO,Mountain,Mountain,Mountain,,  9 ,  37 ,  37 ,,Interstate,FERC,CP95-106,,,,
6/26/2009,CIG Front Range Expansion,Colorado Interstate Gas Co,Expansion,Completed,10/1/2001,2001,CO,CO,CO,Mountain,Mountain,Mountain,,  58 ,  53 ,87,24,Interstate,FERC,CP01-1,,,,
1/22/2010,CIG High Plains Project,Colorado Interstate Gas Co,New Pipeline,Completed,11/15/2008,2008,CO,CO,CO,Mountain,Mountain,Mountain,,  216 ,  164 ,  900 ,"24,30",Interstate,FERC,CP07-207,,,,
6/26/2009,CIG Parachute Lateral Expansion,Colorado Interstate Gas Co,Lateral,Completed,9/1/2001,2001,CO,CO,CO,Mountain,Mountain,Mountain,,  30 ,,  58 ,,Interstate,FERC,na,,,,
6/26/2009,CIG Picketwire Expansion,Colorado Interstate Gas Co,Expansion,Completed,11/1/2000,2000,CO,CO,CO,Mountain,Mountain,Mountain,,  7 ,  13 ,  34 ,20,Interstate,FERC,na,,,,
6/26/2009,CIG Raton Basin 2002 Expansion,Colorado Interstate Gas Co,Expansion,Completed,12/15/2002,2002,"CO,OK",CO,OK,"Mountain, South Central",Mountain,South Central,,  22 ,  54 ,  47 ,"16,20",Interstate,FERC,CP02-06,,,,
6/26/2009,CIG Raton Basin 2005 Expansion,Colorado Interstate Gas Co,Expansion,Completed,12/15/2005,2005,"CO,KS,OK",CO,OK,"Mountain, South Central",Mountain,South Central,,  60 ,  102 ,  104 ,"16,20,24",Interstate,FERC,CP05-50,,,,
6/26/2009,CIG Raton Basin 2007 Expansion,Colorado Interstate Gas Co,Expansion,Completed,9/21/2007,2007,"CO,KS,OK",CO,OK,"Mountain, South Central",Mountain,South Central,,  12 ,11,29,, Interstate ,FERC,CP07-103,,,,
2/15/2011,CIG Raton Basin 2010 Expansion,Colorado Interstate Gas Co,Expansion,Completed,11/18/2010,2010,CO,CO,CO,Mountain,Mountain,Mountain,,  132 ,  118 ,  130 ,16,Interstate,FERC,CP09-464,,,,
6/26/2009,CIG Raton Basin Expansion,Colorado Interstate Gas Co,Expansion,Completed,10/1/2001,2001,"CO,TX,OK,NM,TX",CO,TX,"Mountain, South Central",Mountain,South Central,,  56 ,  70 ,  83 ,20,Interstate,FERC,CP00-452,,,,
6/26/2009,CIG TX Panhandle Expansion,Colorado Interstate Gas Co,Lateral,Completed,9/30/1996,1996,TX,TX,TX,South Central,South Central,South Central,,,,  100 ,,Intrastate,State,na,,,,
6/26/2009,CIG Valley Line Expansion,Colorado Interstate Gas Co,Expansion,Completed,12/1/2002,2002,CO,CO,CO,Mountain,Mountain,Mountain,,  72 ,  119 ,282,"20,24",Interstate,FERC,CP01-45,,,,
6/26/2009,CIG Valley Line II (winter-time enhancement),Colorado Interstate Gas Co,Expansion,Completed,12/1/2003,2003,CO,CO,CO,Mountain,Mountain,Mountain,,  13 ,,  42 ,,Interstate,FERC,CP03-07,,,,
6/26/2009,CIG Valley Line III (summer-time enhancement),Colorado Interstate Gas Co,Expansion,Completed,12/1/2003,2003,CO,CO,CO,Mountain,Mountain,Mountain,,  10 ,,  50 ,,Interstate,FERC,CP03-07,,,,
6/26/2009,CIG Wind River Lateral 96 Expansion,Colorado Interstate Gas Co,Expansion,Completed,12/15/1996,1996,WY,WY,WY,Mountain,Mountain,Mountain,,  11 ,,  28 ,36,Interstate,FERC,CP96-289,,,,
6/26/2009,CIG Wind River Lateral 97 Expansion,Colorado Interstate Gas Co,Expansion,Completed,8/1/1997,1997,WY,WY,WY,Mountain,Mountain,Mountain,,  11 ,,  40 ,36,Interstate,FERC,CP96-289,,,,
7/10/2018,Cimarron Expansion Project,DCP Midstream,Expansion,Cancelled,,,"OK, KS",OK,KS,South Central,South Central,South Central,,,48.00,631,,Interstate,FERC,PF17-7,Yes,Anchor shipper withdrew from agreement,,
4/16/2021,CJ Express Pipeline,Midcoast Energy,New Pipeline,Completed,3/30/2021,2021,TX,TX,TX,South Central,South Central,South Central,,,  107 ,"1,000",36,Intrastate,,,No,"Haynesville takeaway capacity from ETX-Haynesville to Silsbee, TX; FID assumed equivalent to approval",,https://www.midcoastenergy.com/cj-express-pipeline-project/
1/16/2012,Clarence Compressor,Gulf South Pipeline,Expansion,Completed,11/10/2011,2011,LA,LA,LA,South Central,South Central,South Central,,  -   ,0,105,, Interstate ,FERC,CP10-465,,,,
8/30/2016,Clarington Project,Dominion Transmission,Expansion,Completed,10/19/2016,2016,"WV,OH",WV,OH,Northeast,Northeast,Northeast,,  77 ,  -   ,  250 ,,Interstate,FERC,CP14-496,Yes,,,
12/28/2023,C-Line Replacement Project,Northern Natural Gas Co,Upgrade,Completed,11/1/2023,2023,IA,IA,IA,Midwest,Midwest,Midwest,,  37 ,9.07,0,20,Interstate,FERC,CP22-26,No,Abandon in place part of Northern Natural A-Line (approx 29.63 miles of 16-inch diameter line) and construct and operate approx 9.07-mile extension of 20-inch diameter C-Line,,
6/26/2009,CNG Capstone Project,Dominion Transmission,Expansion,Completed,11/1/2001,2001,"PA,NY",PA,NY,Northeast,Northeast,Northeast,,  64 ,  14 ,,30,Interstate,FERC,CP00-64,,,,
6/26/2009,CNG Empire Interconnect,Empire Pipeline,Expansion,Completed,12/15/1999,1999,NY,NY,NY,Northeast,Northeast,Northeast,,  2 ,  2 ,  100 ,12,Interstate,FERC,na,,,,
